run_id,order_type,step,step_label,class_id,class,accuracy,top5_accuracy,mean_margin,median_margin,mean_true_logit,mean_true_feature_dot,mean_true_bias,mean_best_other_logit,mean_top1_confidence
vehicles1_random_seed1_k5,random,3,step3,8,腳踏車 / bicycle (8),29.0,77.0,-1.460035002231598,-0.8216992616653442,4.711639402210713,4.715146532356739,-0.00350704463198781,6.171674408912659,0.34564777217805387
vehicles1_random_seed1_k5,random,3,step3,13,公車 / bus (13),64.0,89.0,1.6607844066619872,1.797288179397583,10.01495154455304,10.013806387186051,0.0011452353792265058,8.35416711807251,0.7743413724005223
vehicles1_random_seed1_k5,random,3,step3,48,摩托車 / motorcycle (48),0.0,0.0,-4.86458619594574,-4.381417751312256,1.6412825533747673,1.64825982645154,-0.0069772531278431416,6.505868759155273,0.3305793061852455
vehicles1_random_seed1_k5,random,3,step3,58,皮卡車 / pickup_truck (58),87.0,95.0,4.7335985565185545,4.9983673095703125,13.237166483402252,13.231154453754424,0.006012392230331898,8.503567912578582,0.8811843782663346
vehicles1_random_seed1_k5,random,3,step3,90,火車 / train (90),0.0,0.0,-6.651010661125183,-6.632983207702637,0.18320648190565408,0.1951521971821785,-0.011945727281272411,6.834217126369476,0.31934354893863204
vehicles1_random_seed1_k5,random,4,step4,8,腳踏車 / bicycle (8),41.0,82.0,-0.9714124774932862,-0.43595218658447266,5.059330288879574,5.060912510752678,-0.0015822233399376273,6.030742762088775,0.37051458433270457
vehicles1_random_seed1_k5,random,4,step4,13,公車 / bus (13),0.0,0.0,-8.175096724033356,-8.23523759841919,-0.32381354983896016,-0.3190415577590466,-0.004771989304572344,7.85128315448761,0.371897649243474
vehicles1_random_seed1_k5,random,4,step4,48,摩托車 / motorcycle (48),0.0,2.0,-4.537930297851562,-3.943734884262085,2.0961650805175305,2.1031423196196557,-0.0069772531278431416,6.634095392227173,0.32458301827311514
vehicles1_random_seed1_k5,random,4,step4,58,皮卡車 / pickup_truck (58),88.0,95.0,4.801209328174591,5.148366451263428,11.93932778298855,11.932675582766533,0.006651915609836578,7.138118472099304,0.8573132608830929
vehicles1_random_seed1_k5,random,4,step4,90,火車 / train (90),0.0,0.0,-5.1014936161041256,-4.896922588348389,1.2135422111768275,1.2254879434406758,-0.011945727281272411,6.315035820007324,0.35811667747795584
vehicles1_random_seed1_k5,random,5,step5,8,腳踏車 / bicycle (8),40.0,84.0,-0.9595873785018921,-0.4477701187133789,4.888602475970983,4.889433685541153,-0.0008311278070323169,5.848189861774444,0.40943048387765885
vehicles1_random_seed1_k5,random,5,step5,13,公車 / bus (13),0.0,0.0,-7.241131565570831,-6.792888402938843,0.3452773639559746,0.3500493550300598,-0.004771989304572344,7.586408929824829,0.3920398873835802
vehicles1_random_seed1_k5,random,5,step5,48,摩托車 / motorcycle (48),0.0,2.0,-4.41266104221344,-4.112410306930542,2.2600366665422915,2.267013925164938,-0.0069772531278431416,6.672697701454163,0.3548221911489964
vehicles1_random_seed1_k5,random,5,step5,58,皮卡車 / pickup_truck (58),0.0,0.0,-7.911607718467712,-7.991851806640625,-0.4907913077622652,-0.49293183982372285,0.0021405466832220554,7.420816421508789,0.2564004995673895
vehicles1_random_seed1_k5,random,5,step5,90,火車 / train (90),0.0,1.0,-5.022117877006531,-4.749364852905273,1.4219533820822834,1.4338990563154221,-0.011945727281272411,6.444071300029755,0.433846423253417
vehicles1_hardfirst_seed1_k5,hardfirst,0,baseline,8,腳踏車 / bicycle (8),83.0,97.0,5.76100152015686,6.392043590545654,13.579465341567992,13.583501362800598,-0.00403631804510951,7.818463821411132,0.8960924282670021
vehicles1_hardfirst_seed1_k5,hardfirst,0,baseline,13,公車 / bus (13),67.0,92.0,2.3653265500068663,2.9466640949249268,11.984339636564254,11.981200160980224,0.0031394213438034058,9.619013094902039,0.8336753620952367
vehicles1_hardfirst_seed1_k5,hardfirst,0,baseline,48,摩托車 / motorcycle (48),91.0,100.0,7.44145742893219,7.708004474639893,15.648133172988892,15.64811089515686,2.2327791157294996e-05,8.206675763130187,0.9409074309468269
vehicles1_hardfirst_seed1_k5,hardfirst,0,baseline,58,皮卡車 / pickup_truck (58),85.0,96.0,4.52302011013031,4.887577533721924,14.112672863006592,14.105915668010711,0.006757241673767567,9.589652762413024,0.897131145298481
vehicles1_hardfirst_seed1_k5,hardfirst,0,baseline,90,火車 / train (90),85.0,95.0,4.896641216278076,4.971958637237549,12.984608628451824,12.98678312420845,-0.0021747646387666464,8.087967429161072,0.8788826923072338
vehicles1_hardfirst_seed1_k5,hardfirst,1,step1,8,腳踏車 / bicycle (8),83.0,96.0,5.351186699867249,5.911441087722778,12.821602367162704,12.825638412237167,-0.00403631804510951,7.47041565656662,0.8882324054837227
vehicles1_hardfirst_seed1_k5,hardfirst,1,step1,13,公車 / bus (13),0.0,0.0,-6.596391770839691,-6.263710021972656,0.19424400135874748,0.19981808125972747,-0.005574097856879234,6.790635766983033,0.42028244465589526
vehicles1_hardfirst_seed1_k5,hardfirst,1,step1,48,摩托車 / motorcycle (48),91.0,99.0,7.10597852230072,7.46366024017334,14.87616144657135,14.8762659740448,-0.00010412084520794451,7.770182933807373,0.9329446114599704
vehicles1_hardfirst_seed1_k5,hardfirst,1,step1,58,皮卡車 / pickup_truck (58),87.0,96.0,4.300319898128509,4.32525634765625,11.201189067959785,11.195032220482826,0.0061566829681396484,6.900869195461273,0.846722254306078
vehicles1_hardfirst_seed1_k5,hardfirst,1,step1,90,火車 / train (90),84.0,96.0,4.866188485622406,4.594093561172485,11.874958228319883,11.878285312503577,-0.003327027428895235,7.008769729137421,0.8498723562061786
vehicles1_hardfirst_seed1_k5,hardfirst,2,step2,8,腳踏車 / bicycle (8),1.0,42.0,-2.0546618056297303,-1.6595964431762695,4.804050312861801,4.8124808192253115,-0.008430681191384792,6.858712115287781,0.34075070947408675
vehicles1_hardfirst_seed1_k5,hardfirst,2,step2,13,公車 / bus (13),0.0,0.0,-7.226291561126709,-6.698847055435181,0.5122556011751294,0.5178296858072281,-0.005574097856879234,7.738547155857086,0.6034537506848574
vehicles1_hardfirst_seed1_k5,hardfirst,2,step2,48,摩托車 / motorcycle (48),92.0,98.0,7.128296546936035,7.593617916107178,13.41978325843811,13.41913935661316,0.0006440431461669505,6.29148668050766,0.9040170137584209
vehicles1_hardfirst_seed1_k5,hardfirst,2,step2,58,皮卡車 / pickup_truck (58),87.0,96.0,5.501561236381531,5.9798500537872314,13.121769678592681,13.115612668991089,0.0061566829681396484,7.620208444595337,0.9100373515486717
vehicles1_hardfirst_seed1_k5,hardfirst,2,step2,90,火車 / train (90),83.0,95.0,5.104525480270386,4.827311992645264,12.788753762543202,12.792080703824759,-0.003327027428895235,7.684228312969208,0.8819376601278782
vehicles1_hardfirst_seed1_k5,hardfirst,3,step3,8,腳踏車 / bicycle (8),28.0,70.0,-1.91464275598526,-1.140395998954773,4.382080443277955,4.390511016249657,-0.008430681191384792,6.296723198890686,0.42306164152920245
vehicles1_hardfirst_seed1_k5,hardfirst,3,step3,13,公車 / bus (13),0.0,0.0,-5.92905573129654,-5.5106072425842285,1.3234689810872078,1.3290430808067322,-0.005574097856879234,7.252524733543396,0.4023463533818722
vehicles1_hardfirst_seed1_k5,hardfirst,3,step3,48,摩托車 / motorcycle (48),96.0,99.0,8.09425577878952,8.375951766967773,14.27087277173996,14.270339121818543,0.0005333268200047314,6.176616997718811,0.9362666542828083
vehicles1_hardfirst_seed1_k5,hardfirst,3,step3,58,皮卡車 / pickup_truck (58),0.0,0.0,-8.441890728473663,-8.663173198699951,-1.201540255062282,-1.2014379793405532,-0.0001022393989842385,7.240350470542908,0.2646994010359049
vehicles1_hardfirst_seed1_k5,hardfirst,3,step3,90,火車 / train (90),84.0,96.0,4.783495755195617,4.633588552474976,12.092797884382307,12.096012710034847,-0.0032146822195500135,7.309302127361297,0.8566904307901859
vehicles1_hardfirst_seed1_k5,hardfirst,4,step4,8,腳踏車 / bicycle (8),30.0,73.0,-1.930270574092865,-1.1380809545516968,4.20049844071269,4.203430538401007,-0.002932016970589757,6.130769019126892,0.4518916650861502
vehicles1_hardfirst_seed1_k5,hardfirst,4,step4,13,公車 / bus (13),0.0,0.0,-6.736218557357788,-6.504753351211548,1.0552475820481777,1.0608216750621795,-0.005574097856879234,7.791466145515442,0.4441526760160923
vehicles1_hardfirst_seed1_k5,hardfirst,4,step4,48,摩托車 / motorcycle (48),95.0,100.0,8.585504956245423,8.496713638305664,14.87873432636261,14.878200788497924,0.0005333268200047314,6.293229348659516,0.9384820879995823
vehicles1_hardfirst_seed1_k5,hardfirst,4,step4,58,皮卡車 / pickup_truck (58),0.0,0.0,-6.344965350627899,-6.218076944351196,0.43319066903553904,0.43329293161630633,-0.0001022393989842385,6.778156032562256,0.3264558337628841
vehicles1_hardfirst_seed1_k5,hardfirst,4,step4,90,火車 / train (90),0.0,0.0,-8.67134874343872,-8.350068092346191,-1.4770226018875838,-1.4661168394982815,-0.010905778966844082,7.194326159954071,0.30033404260873797
vehicles1_hardfirst_seed1_k5,hardfirst,5,step5,8,腳踏車 / bicycle (8),48.0,86.0,-0.6510751104354858,-0.03636789321899414,5.464918408691883,5.466722659468651,-0.001804139232262969,6.115993514060974,0.32324869945645335
vehicles1_hardfirst_seed1_k5,hardfirst,5,step5,13,公車 / bus (13),0.0,1.0,-6.599217567443848,-5.888296842575073,1.1499158245511354,1.1554899524152278,-0.005574097856879234,7.7491333961486815,0.538643297329545
vehicles1_hardfirst_seed1_k5,hardfirst,5,step5,48,摩托車 / motorcycle (48),0.0,0.0,-7.567833344936371,-7.505423307418823,0.09999055503867567,0.1055095636844635,-0.005518996622413397,7.667823896408081,0.2356990148127079
vehicles1_hardfirst_seed1_k5,hardfirst,5,step5,58,皮卡車 / pickup_truck (58),0.0,0.0,-5.7818396639823915,-5.617617845535278,1.0489929306227714,1.0490952058881522,-0.0001022393989842385,6.830832593441009,0.40768787197768686
vehicles1_hardfirst_seed1_k5,hardfirst,5,step5,90,火車 / train (90),0.0,0.0,-6.08039348244667,-5.540841341018677,0.13016160741448402,0.1410673651099205,-0.010905778966844082,6.210555093288422,0.4256483230739832
