run_id,order_type,step,new_class_id,new_class,forgotten_classes,forget_accuracy,UA,retain_accuracy,full_test_accuracy,class_0_accuracy,class_1_accuracy,class_2_accuracy,class_3_accuracy,class_4_accuracy,class_5_accuracy,class_6_accuracy,class_7_accuracy,class_8_accuracy,class_9_accuracy,class_10_accuracy,class_11_accuracy,class_12_accuracy,class_13_accuracy,class_14_accuracy,class_15_accuracy,class_16_accuracy,class_17_accuracy,class_18_accuracy,class_19_accuracy,class_20_accuracy,class_21_accuracy,class_22_accuracy,class_23_accuracy,class_24_accuracy,class_25_accuracy,class_26_accuracy,class_27_accuracy,class_28_accuracy,class_29_accuracy,class_30_accuracy,class_31_accuracy,class_32_accuracy,class_33_accuracy,class_34_accuracy,class_35_accuracy,class_36_accuracy,class_37_accuracy,class_38_accuracy,class_39_accuracy,class_40_accuracy,class_41_accuracy,class_42_accuracy,class_43_accuracy,class_44_accuracy,class_45_accuracy,class_46_accuracy,class_47_accuracy,class_48_accuracy,class_49_accuracy,class_50_accuracy,class_51_accuracy,class_52_accuracy,class_53_accuracy,class_54_accuracy,class_55_accuracy,class_56_accuracy,class_57_accuracy,class_58_accuracy,class_59_accuracy,class_60_accuracy,class_61_accuracy,class_62_accuracy,class_63_accuracy,class_64_accuracy,class_65_accuracy,class_66_accuracy,class_67_accuracy,class_68_accuracy,class_69_accuracy,class_70_accuracy,class_71_accuracy,class_72_accuracy,class_73_accuracy,class_74_accuracy,class_75_accuracy,class_76_accuracy,class_77_accuracy,class_78_accuracy,class_79_accuracy,class_80_accuracy,class_81_accuracy,class_82_accuracy,class_83_accuracy,class_84_accuracy,class_85_accuracy,class_86_accuracy,class_87_accuracy,class_88_accuracy,class_89_accuracy,class_90_accuracy,class_91_accuracy,class_92_accuracy,class_93_accuracy,class_94_accuracy,class_95_accuracy,class_96_accuracy,class_97_accuracy,class_98_accuracy,class_99_accuracy
four_coarse_interleaved_seed1_k20,interleaved,1,8,腳踏車 / bicycle (8),8,0.0,100.0,69.85858585858585,69.16,89.0,80.0,53.0,49.0,56.0,67.0,79.0,76.0,0.0,79.0,47.0,47.0,79.0,66.0,53.0,76.0,77.0,80.0,61.0,65.0,84.0,85.0,68.0,81.0,76.0,53.0,60.0,58.0,75.0,66.0,66.0,65.0,62.0,60.0,77.0,49.0,82.0,76.0,62.0,78.0,62.0,88.0,73.0,85.0,45.0,63.0,50.0,67.0,91.0,83.0,57.0,69.0,66.0,90.0,82.0,39.0,84.0,78.0,86.0,69.0,86.0,65.0,80.0,69.0,51.0,58.0,81.0,56.0,94.0,80.0,72.0,78.0,46.0,58.0,50.0,89.0,90.0,64.0,59.0,69.0,52.0,72.0,91.0,67.0,68.0,71.0,68.0,79.0,79.0,84.0,82.0,76.0,61.0,57.0,91.0,73.0,62.0,76.0,53.0,70.0
four_coarse_interleaved_seed1_k20,interleaved,2,23,雲 / cloud (23),"8,23",0.0,100.0,69.95918367346938,68.56,89.0,79.0,58.0,50.0,55.0,69.0,80.0,76.0,0.0,78.0,47.0,46.0,80.0,65.0,57.0,72.0,76.0,80.0,66.0,63.0,86.0,86.0,66.0,0.0,79.0,55.0,60.0,56.0,76.0,62.0,68.0,64.0,64.0,58.0,75.0,48.0,81.0,78.0,65.0,81.0,63.0,89.0,71.0,84.0,47.0,62.0,49.0,68.0,94.0,84.0,54.0,69.0,65.0,89.0,80.0,37.0,85.0,78.0,86.0,68.0,85.0,66.0,81.0,70.0,53.0,57.0,78.0,57.0,93.0,79.0,71.0,82.0,46.0,60.0,51.0,91.0,88.0,64.0,59.0,70.0,57.0,71.0,90.0,68.0,67.0,70.0,66.0,78.0,79.0,85.0,85.0,76.0,61.0,59.0,92.0,74.0,64.0,75.0,51.0,71.0
four_coarse_interleaved_seed1_k20,interleaved,3,15,駱駝 / camel (15),"8,23,15",2.3333333333333335,97.66666666666667,69.55670103092784,67.54,88.0,79.0,54.0,49.0,54.0,64.0,78.0,76.0,7.0,79.0,46.0,45.0,78.0,69.0,58.0,0.0,77.0,77.0,62.0,66.0,85.0,86.0,69.0,0.0,79.0,59.0,60.0,54.0,76.0,64.0,67.0,67.0,66.0,55.0,74.0,46.0,77.0,77.0,61.0,76.0,62.0,87.0,72.0,83.0,41.0,63.0,46.0,67.0,93.0,82.0,54.0,70.0,65.0,89.0,77.0,42.0,86.0,79.0,87.0,66.0,85.0,66.0,82.0,72.0,52.0,58.0,78.0,56.0,94.0,78.0,69.0,84.0,45.0,58.0,48.0,89.0,90.0,64.0,61.0,67.0,53.0,73.0,90.0,68.0,66.0,71.0,67.0,81.0,80.0,84.0,86.0,78.0,59.0,59.0,91.0,75.0,64.0,76.0,51.0,71.0
four_coarse_interleaved_seed1_k20,interleaved,4,12,橋 / bridge (12),"8,23,15,12",7.75,92.25,69.98958333333333,67.5,90.0,78.0,57.0,52.0,57.0,72.0,78.0,74.0,31.0,77.0,46.0,48.0,0.0,65.0,58.0,0.0,76.0,84.0,65.0,65.0,86.0,84.0,69.0,0.0,80.0,55.0,60.0,52.0,74.0,66.0,69.0,71.0,64.0,61.0,77.0,50.0,81.0,77.0,69.0,77.0,64.0,86.0,73.0,83.0,46.0,65.0,46.0,65.0,93.0,83.0,55.0,72.0,66.0,90.0,78.0,38.0,86.0,79.0,86.0,68.0,86.0,67.0,81.0,72.0,52.0,57.0,79.0,52.0,93.0,81.0,70.0,84.0,42.0,55.0,48.0,88.0,88.0,65.0,61.0,71.0,53.0,75.0,90.0,66.0,68.0,75.0,68.0,79.0,80.0,85.0,80.0,73.0,63.0,59.0,92.0,77.0,64.0,75.0,51.0,68.0
four_coarse_interleaved_seed1_k20,interleaved,5,13,公車 / bus (13),"8,23,15,12,13",6.2,93.8,70.18947368421053,66.99,88.0,78.0,60.0,51.0,65.0,71.0,80.0,73.0,31.0,77.0,49.0,49.0,0.0,0.0,56.0,0.0,77.0,81.0,63.0,68.0,86.0,84.0,66.0,0.0,80.0,55.0,61.0,54.0,74.0,65.0,71.0,70.0,65.0,60.0,77.0,50.0,79.0,78.0,66.0,77.0,62.0,89.0,73.0,87.0,47.0,64.0,44.0,66.0,95.0,86.0,51.0,74.0,63.0,90.0,78.0,39.0,86.0,78.0,90.0,69.0,83.0,66.0,79.0,70.0,54.0,57.0,80.0,52.0,94.0,78.0,72.0,83.0,44.0,60.0,49.0,89.0,87.0,63.0,64.0,68.0,54.0,78.0,92.0,68.0,68.0,73.0,69.0,80.0,79.0,82.0,82.0,77.0,61.0,59.0,90.0,75.0,60.0,76.0,47.0,71.0
four_coarse_interleaved_seed1_k20,interleaved,6,33,森林 / forest (33),"8,23,15,12,13,33",3.5,96.5,70.64893617021276,66.62,89.0,79.0,57.0,51.0,64.0,68.0,77.0,74.0,21.0,78.0,47.0,50.0,0.0,0.0,57.0,0.0,78.0,81.0,66.0,71.0,88.0,89.0,68.0,0.0,78.0,61.0,63.0,55.0,75.0,65.0,69.0,68.0,63.0,0.0,77.0,51.0,79.0,76.0,66.0,79.0,63.0,87.0,74.0,86.0,49.0,64.0,47.0,65.0,94.0,84.0,53.0,73.0,66.0,89.0,82.0,40.0,89.0,78.0,85.0,69.0,86.0,64.0,80.0,69.0,52.0,57.0,78.0,56.0,94.0,81.0,73.0,84.0,42.0,58.0,49.0,91.0,88.0,66.0,63.0,71.0,53.0,78.0,91.0,68.0,69.0,73.0,65.0,80.0,81.0,83.0,86.0,77.0,61.0,60.0,90.0,72.0,65.0,75.0,48.0,70.0
four_coarse_interleaved_seed1_k20,interleaved,7,19,牛 / cattle (19),"8,23,15,12,13,33,19",3.0,97.0,70.44086021505376,65.72,89.0,78.0,58.0,56.0,61.0,70.0,80.0,73.0,21.0,76.0,45.0,51.0,0.0,0.0,55.0,0.0,78.0,80.0,63.0,0.0,87.0,90.0,70.0,0.0,81.0,58.0,62.0,53.0,72.0,66.0,70.0,70.0,64.0,0.0,73.0,48.0,78.0,79.0,65.0,81.0,64.0,89.0,75.0,85.0,41.0,65.0,49.0,62.0,96.0,85.0,55.0,71.0,68.0,88.0,78.0,44.0,87.0,76.0,87.0,71.0,85.0,63.0,79.0,68.0,52.0,55.0,82.0,55.0,95.0,81.0,72.0,84.0,43.0,58.0,49.0,89.0,88.0,62.0,62.0,73.0,52.0,81.0,92.0,69.0,68.0,69.0,66.0,82.0,80.0,82.0,86.0,75.0,58.0,58.0,91.0,73.0,66.0,74.0,49.0,69.0
four_coarse_interleaved_seed1_k20,interleaved,8,17,城堡 / castle (17),"8,23,15,12,13,33,19,17",3.125,96.875,70.47826086956522,65.09,90.0,83.0,62.0,56.0,62.0,75.0,80.0,73.0,23.0,80.0,45.0,45.0,0.0,0.0,57.0,2.0,79.0,0.0,64.0,0.0,87.0,88.0,67.0,0.0,80.0,53.0,59.0,54.0,74.0,69.0,70.0,69.0,64.0,0.0,75.0,47.0,82.0,73.0,66.0,80.0,64.0,88.0,74.0,87.0,41.0,63.0,46.0,66.0,94.0,84.0,55.0,72.0,63.0,88.0,79.0,43.0,85.0,78.0,89.0,68.0,86.0,67.0,80.0,65.0,51.0,56.0,79.0,54.0,94.0,83.0,71.0,84.0,43.0,57.0,49.0,89.0,86.0,64.0,61.0,72.0,58.0,82.0,94.0,68.0,71.0,74.0,66.0,81.0,79.0,84.0,85.0,76.0,59.0,57.0,91.0,73.0,67.0,75.0,48.0,70.0
four_coarse_interleaved_seed1_k20,interleaved,9,48,摩托車 / motorcycle (48),"8,23,15,12,13,33,19,17,48",5.666666666666667,94.33333333333333,70.35164835164835,64.53,90.0,81.0,60.0,51.0,58.0,73.0,79.0,72.0,47.0,79.0,49.0,47.0,0.0,0.0,56.0,4.0,79.0,0.0,62.0,0.0,87.0,88.0,66.0,0.0,80.0,57.0,61.0,53.0,76.0,67.0,68.0,68.0,65.0,0.0,74.0,49.0,81.0,78.0,67.0,83.0,64.0,90.0,73.0,87.0,46.0,64.0,47.0,64.0,0.0,86.0,54.0,72.0,66.0,89.0,78.0,42.0,89.0,78.0,89.0,68.0,86.0,63.0,80.0,71.0,52.0,59.0,81.0,56.0,94.0,83.0,72.0,85.0,41.0,61.0,51.0,90.0,88.0,65.0,63.0,68.0,56.0,82.0,92.0,67.0,70.0,74.0,66.0,80.0,78.0,85.0,86.0,78.0,59.0,58.0,91.0,71.0,62.0,75.0,45.0,68.0
four_coarse_interleaved_seed1_k20,interleaved,10,49,山 / mountain (49),"8,23,15,12,13,33,19,17,48,49",4.5,95.5,70.47777777777777,63.88,89.0,81.0,59.0,54.0,62.0,74.0,79.0,72.0,44.0,78.0,49.0,51.0,0.0,0.0,56.0,1.0,76.0,0.0,64.0,0.0,87.0,87.0,72.0,0.0,79.0,57.0,63.0,54.0,76.0,68.0,68.0,70.0,66.0,0.0,78.0,51.0,81.0,75.0,65.0,81.0,61.0,86.0,73.0,87.0,48.0,64.0,44.0,64.0,0.0,0.0,53.0,73.0,67.0,90.0,79.0,43.0,86.0,79.0,89.0,70.0,86.0,63.0,81.0,71.0,51.0,57.0,80.0,56.0,94.0,84.0,72.0,86.0,43.0,58.0,50.0,90.0,90.0,60.0,64.0,75.0,59.0,80.0,91.0,67.0,71.0,75.0,66.0,80.0,78.0,87.0,88.0,79.0,57.0,54.0,93.0,72.0,67.0,76.0,45.0,69.0
four_coarse_interleaved_seed1_k20,interleaved,11,21,黑猩猩 / chimpanzee (21),"8,23,15,12,13,33,19,17,48,49,21",2.5454545454545454,97.45454545454545,70.30337078651685,62.85,90.0,80.0,56.0,54.0,60.0,73.0,80.0,73.0,25.0,82.0,44.0,46.0,0.0,0.0,57.0,3.0,77.0,0.0,66.0,0.0,87.0,0.0,70.0,0.0,80.0,56.0,63.0,52.0,74.0,69.0,70.0,73.0,65.0,0.0,75.0,46.0,82.0,76.0,62.0,82.0,61.0,88.0,76.0,89.0,44.0,67.0,47.0,64.0,0.0,0.0,54.0,70.0,67.0,88.0,80.0,41.0,89.0,79.0,87.0,68.0,88.0,64.0,79.0,68.0,51.0,59.0,79.0,60.0,96.0,82.0,69.0,87.0,46.0,57.0,49.0,88.0,92.0,64.0,63.0,72.0,57.0,80.0,90.0,70.0,71.0,74.0,67.0,81.0,79.0,85.0,88.0,77.0,59.0,56.0,92.0,74.0,66.0,77.0,52.0,70.0
four_coarse_interleaved_seed1_k20,interleaved,12,37,房子 / house (37),"8,23,15,12,13,33,19,17,48,49,21,37",2.6666666666666665,97.33333333333333,70.375,62.25,91.0,82.0,58.0,56.0,60.0,73.0,79.0,71.0,31.0,81.0,44.0,48.0,0.0,0.0,61.0,1.0,77.0,0.0,63.0,0.0,87.0,0.0,66.0,0.0,79.0,57.0,61.0,52.0,74.0,66.0,68.0,72.0,66.0,0.0,74.0,47.0,80.0,0.0,63.0,82.0,65.0,87.0,76.0,85.0,41.0,65.0,52.0,65.0,0.0,0.0,54.0,73.0,65.0,91.0,82.0,42.0,87.0,78.0,89.0,70.0,88.0,67.0,82.0,68.0,53.0,59.0,80.0,57.0,95.0,82.0,69.0,89.0,41.0,58.0,51.0,89.0,90.0,64.0,64.0,75.0,57.0,87.0,91.0,71.0,66.0,76.0,67.0,79.0,77.0,88.0,87.0,79.0,58.0,55.0,94.0,72.0,67.0,77.0,49.0,70.0
four_coarse_interleaved_seed1_k20,interleaved,13,58,皮卡車 / pickup_truck (58),"8,23,15,12,13,33,19,17,48,49,21,37,58",2.6153846153846154,97.38461538461539,70.4367816091954,61.62,89.0,77.0,56.0,57.0,62.0,74.0,82.0,73.0,29.0,80.0,45.0,48.0,0.0,0.0,57.0,4.0,75.0,0.0,66.0,0.0,87.0,0.0,67.0,0.0,82.0,59.0,61.0,53.0,70.0,68.0,71.0,72.0,64.0,1.0,76.0,50.0,81.0,0.0,65.0,84.0,64.0,88.0,77.0,85.0,42.0,67.0,51.0,63.0,0.0,0.0,53.0,73.0,66.0,89.0,82.0,41.0,89.0,77.0,0.0,70.0,88.0,65.0,81.0,71.0,54.0,60.0,81.0,59.0,96.0,82.0,71.0,88.0,36.0,60.0,50.0,90.0,90.0,64.0,61.0,73.0,57.0,86.0,90.0,69.0,70.0,81.0,66.0,81.0,79.0,87.0,87.0,78.0,58.0,55.0,93.0,73.0,68.0,79.0,52.0,71.0
four_coarse_interleaved_seed1_k20,interleaved,14,60,平原 / plain (60),"8,23,15,12,13,33,19,17,48,49,21,37,58,60",2.142857142857143,97.85714285714286,70.32558139534883,60.78,90.0,79.0,58.0,57.0,62.0,75.0,80.0,76.0,27.0,79.0,46.0,47.0,0.0,0.0,59.0,1.0,77.0,0.0,67.0,0.0,87.0,1.0,70.0,0.0,82.0,58.0,61.0,50.0,76.0,65.0,71.0,69.0,63.0,1.0,77.0,50.0,81.0,0.0,67.0,83.0,65.0,87.0,74.0,83.0,43.0,64.0,50.0,66.0,0.0,0.0,55.0,70.0,64.0,90.0,81.0,44.0,87.0,78.0,0.0,67.0,0.0,67.0,81.0,70.0,54.0,57.0,80.0,55.0,96.0,82.0,72.0,89.0,43.0,61.0,50.0,90.0,90.0,67.0,64.0,73.0,60.0,79.0,90.0,70.0,71.0,82.0,67.0,81.0,79.0,89.0,87.0,80.0,60.0,57.0,93.0,70.0,68.0,76.0,49.0,69.0
four_coarse_interleaved_seed1_k20,interleaved,15,31,大象 / elephant (31),"8,23,15,12,13,33,19,17,48,49,21,37,58,60,31",2.066666666666667,97.93333333333334,70.18823529411765,59.97,88.0,82.0,57.0,59.0,61.0,73.0,80.0,74.0,29.0,78.0,47.0,47.0,0.0,0.0,57.0,2.0,76.0,0.0,69.0,0.0,86.0,0.0,69.0,0.0,81.0,59.0,64.0,53.0,74.0,65.0,69.0,0.0,61.0,0.0,74.0,49.0,81.0,0.0,65.0,82.0,65.0,87.0,75.0,86.0,42.0,65.0,49.0,62.0,0.0,0.0,54.0,72.0,68.0,92.0,82.0,45.0,88.0,78.0,0.0,68.0,0.0,67.0,82.0,69.0,54.0,55.0,81.0,58.0,96.0,79.0,70.0,92.0,43.0,58.0,48.0,90.0,92.0,62.0,64.0,73.0,57.0,83.0,90.0,67.0,71.0,80.0,65.0,80.0,80.0,88.0,86.0,78.0,60.0,54.0,93.0,75.0,70.0,77.0,48.0,73.0
four_coarse_interleaved_seed1_k20,interleaved,16,68,道路 / road (68),"8,23,15,12,13,33,19,17,48,49,21,37,58,60,31,68",2.375,97.625,70.27380952380952,59.41,88.0,83.0,63.0,56.0,63.0,76.0,78.0,76.0,35.0,80.0,48.0,49.0,0.0,0.0,59.0,1.0,78.0,0.0,69.0,0.0,86.0,2.0,69.0,0.0,79.0,58.0,62.0,57.0,74.0,64.0,71.0,0.0,64.0,0.0,74.0,48.0,81.0,0.0,64.0,85.0,63.0,87.0,76.0,84.0,43.0,66.0,49.0,62.0,0.0,0.0,53.0,72.0,67.0,88.0,82.0,41.0,89.0,78.0,0.0,70.0,0.0,68.0,80.0,70.0,55.0,58.0,82.0,59.0,0.0,82.0,73.0,94.0,42.0,59.0,49.0,89.0,92.0,66.0,61.0,76.0,55.0,87.0,90.0,68.0,71.0,79.0,66.0,79.0,81.0,89.0,87.0,79.0,60.0,52.0,93.0,74.0,70.0,79.0,46.0,71.0
four_coarse_interleaved_seed1_k20,interleaved,17,90,火車 / train (90),"8,23,15,12,13,33,19,17,48,49,21,37,58,60,31,68,90",2.176470588235294,97.82352941176471,70.02409638554217,58.49,89.0,82.0,63.0,57.0,65.0,76.0,78.0,73.0,32.0,82.0,48.0,49.0,0.0,0.0,56.0,3.0,74.0,0.0,70.0,0.0,87.0,1.0,67.0,1.0,81.0,55.0,60.0,53.0,76.0,66.0,67.0,0.0,65.0,0.0,76.0,48.0,83.0,0.0,61.0,80.0,62.0,87.0,75.0,86.0,47.0,65.0,49.0,68.0,0.0,0.0,55.0,73.0,65.0,88.0,82.0,43.0,89.0,79.0,0.0,70.0,0.0,68.0,80.0,69.0,54.0,56.0,81.0,54.0,0.0,80.0,69.0,94.0,44.0,60.0,51.0,90.0,91.0,66.0,65.0,73.0,58.0,86.0,90.0,69.0,71.0,80.0,66.0,79.0,81.0,90.0,0.0,77.0,62.0,56.0,92.0,74.0,67.0,79.0,46.0,74.0
four_coarse_interleaved_seed1_k20,interleaved,18,71,海 / sea (71),"8,23,15,12,13,33,19,17,48,49,21,37,58,60,31,68,90,71",1.8888888888888888,98.11111111111111,69.63414634146342,57.44,88.0,82.0,62.0,57.0,61.0,75.0,79.0,74.0,27.0,78.0,48.0,51.0,0.0,0.0,56.0,1.0,74.0,0.0,67.0,0.0,87.0,4.0,68.0,0.0,78.0,53.0,61.0,53.0,75.0,66.0,70.0,0.0,65.0,2.0,75.0,46.0,83.0,0.0,64.0,84.0,61.0,85.0,77.0,86.0,48.0,66.0,52.0,64.0,0.0,0.0,55.0,72.0,64.0,88.0,82.0,43.0,91.0,79.0,0.0,71.0,0.0,68.0,82.0,73.0,53.0,59.0,81.0,55.0,0.0,81.0,71.0,0.0,41.0,55.0,48.0,89.0,92.0,65.0,64.0,74.0,56.0,92.0,90.0,67.0,71.0,83.0,66.0,79.0,81.0,88.0,0.0,77.0,61.0,51.0,94.0,74.0,69.0,78.0,45.0,73.0
four_coarse_interleaved_seed1_k20,interleaved,19,38,袋鼠 / kangaroo (38),"8,23,15,12,13,33,19,17,48,49,21,37,58,60,31,68,90,71,38",2.1052631578947367,97.89473684210526,67.50617283950618,55.08,88.0,80.0,55.0,57.0,63.0,63.0,75.0,70.0,32.0,77.0,41.0,42.0,1.0,0.0,52.0,1.0,69.0,0.0,66.0,0.0,85.0,5.0,59.0,0.0,80.0,58.0,62.0,51.0,73.0,69.0,69.0,0.0,61.0,0.0,77.0,43.0,74.0,0.0,0.0,83.0,61.0,85.0,64.0,78.0,40.0,60.0,53.0,61.0,0.0,1.0,50.0,73.0,64.0,89.0,77.0,47.0,91.0,74.0,0.0,78.0,0.0,64.0,71.0,67.0,52.0,60.0,79.0,46.0,0.0,84.0,61.0,0.0,30.0,65.0,54.0,89.0,92.0,64.0,69.0,77.0,62.0,85.0,87.0,68.0,64.0,78.0,71.0,78.0,74.0,87.0,0.0,77.0,65.0,51.0,88.0,69.0,54.0,72.0,52.0,75.0
four_coarse_interleaved_seed1_k20,interleaved,20,76,摩天大樓 / skyscraper (76),"8,23,15,12,13,33,19,17,48,49,21,37,58,60,31,68,90,71,38,76",2.25,97.75,69.6625,56.18,89.0,84.0,57.0,59.0,68.0,76.0,81.0,77.0,25.0,81.0,45.0,46.0,0.0,0.0,57.0,1.0,79.0,0.0,66.0,1.0,86.0,8.0,68.0,1.0,81.0,55.0,62.0,59.0,72.0,66.0,67.0,0.0,64.0,0.0,76.0,47.0,81.0,5.0,0.0,84.0,65.0,89.0,72.0,86.0,46.0,65.0,50.0,65.0,4.0,0.0,54.0,71.0,63.0,89.0,81.0,45.0,89.0,77.0,0.0,73.0,0.0,67.0,79.0,71.0,55.0,58.0,80.0,56.0,0.0,83.0,74.0,0.0,43.0,61.0,51.0,89.0,0.0,63.0,59.0,74.0,58.0,91.0,92.0,67.0,69.0,78.0,69.0,81.0,80.0,88.0,0.0,75.0,62.0,57.0,92.0,74.0,68.0,76.0,47.0,73.0
four_coarse_block2_seed1_k20,block2,1,8,腳踏車 / bicycle (8),8,0.0,100.0,69.85858585858585,69.16,89.0,80.0,53.0,49.0,56.0,67.0,79.0,76.0,0.0,79.0,47.0,47.0,79.0,66.0,53.0,76.0,77.0,80.0,61.0,65.0,84.0,85.0,68.0,81.0,76.0,53.0,60.0,58.0,75.0,66.0,66.0,65.0,62.0,60.0,77.0,49.0,82.0,76.0,62.0,78.0,62.0,88.0,73.0,85.0,45.0,63.0,50.0,67.0,91.0,83.0,57.0,69.0,66.0,90.0,82.0,39.0,84.0,78.0,86.0,69.0,86.0,65.0,80.0,69.0,51.0,58.0,81.0,56.0,94.0,80.0,72.0,78.0,46.0,58.0,50.0,89.0,90.0,64.0,59.0,69.0,52.0,72.0,91.0,67.0,68.0,71.0,68.0,79.0,79.0,84.0,82.0,76.0,61.0,57.0,91.0,73.0,62.0,76.0,53.0,70.0
four_coarse_block2_seed1_k20,block2,2,13,公車 / bus (13),"8,13",11.0,89.0,70.35714285714286,69.17,89.0,79.0,62.0,52.0,58.0,71.0,77.0,70.0,22.0,78.0,49.0,45.0,77.0,0.0,53.0,76.0,76.0,81.0,63.0,64.0,85.0,85.0,68.0,82.0,79.0,52.0,63.0,54.0,74.0,68.0,70.0,65.0,65.0,60.0,75.0,51.0,80.0,79.0,64.0,78.0,65.0,88.0,74.0,83.0,50.0,65.0,50.0,63.0,93.0,84.0,51.0,68.0,64.0,88.0,83.0,41.0,86.0,76.0,90.0,70.0,88.0,68.0,81.0,70.0,52.0,58.0,80.0,57.0,92.0,78.0,73.0,79.0,45.0,58.0,50.0,89.0,89.0,62.0,60.0,73.0,56.0,81.0,94.0,68.0,70.0,71.0,66.0,83.0,77.0,83.0,81.0,76.0,60.0,57.0,91.0,74.0,63.0,76.0,47.0,70.0
four_coarse_block2_seed1_k20,block2,3,23,雲 / cloud (23),"8,13,23",5.0,95.0,70.37113402061856,68.41,89.0,79.0,59.0,52.0,61.0,72.0,83.0,72.0,15.0,77.0,50.0,46.0,78.0,0.0,52.0,70.0,76.0,81.0,69.0,65.0,87.0,85.0,63.0,0.0,80.0,55.0,62.0,55.0,74.0,65.0,67.0,64.0,65.0,60.0,75.0,50.0,79.0,76.0,64.0,80.0,63.0,88.0,71.0,83.0,47.0,63.0,51.0,67.0,94.0,87.0,52.0,69.0,66.0,89.0,81.0,38.0,89.0,78.0,87.0,68.0,85.0,67.0,80.0,72.0,53.0,54.0,79.0,54.0,93.0,79.0,71.0,86.0,45.0,58.0,51.0,90.0,88.0,67.0,60.0,74.0,59.0,79.0,93.0,71.0,68.0,71.0,67.0,80.0,79.0,84.0,86.0,75.0,60.0,58.0,92.0,75.0,61.0,75.0,50.0,69.0
four_coarse_block2_seed1_k20,block2,4,33,森林 / forest (33),"8,13,23,33",6.25,93.75,70.66666666666667,68.09,89.0,80.0,56.0,56.0,63.0,69.0,79.0,70.0,25.0,80.0,46.0,48.0,77.0,0.0,55.0,74.0,79.0,80.0,65.0,66.0,86.0,88.0,63.0,0.0,79.0,59.0,62.0,55.0,75.0,66.0,71.0,66.0,62.0,0.0,77.0,47.0,80.0,78.0,65.0,81.0,65.0,88.0,71.0,86.0,51.0,66.0,52.0,67.0,94.0,84.0,52.0,72.0,67.0,87.0,81.0,40.0,88.0,77.0,84.0,70.0,86.0,68.0,80.0,68.0,52.0,55.0,78.0,55.0,93.0,79.0,73.0,84.0,44.0,58.0,53.0,89.0,90.0,64.0,62.0,73.0,55.0,76.0,90.0,68.0,68.0,73.0,64.0,79.0,79.0,83.0,87.0,76.0,61.0,60.0,92.0,72.0,65.0,76.0,52.0,70.0
four_coarse_block2_seed1_k20,block2,5,15,駱駝 / camel (15),"8,13,23,33,15",5.0,95.0,69.6842105263158,66.45,86.0,79.0,56.0,51.0,54.0,68.0,78.0,75.0,25.0,78.0,43.0,45.0,81.0,0.0,58.0,0.0,76.0,78.0,63.0,65.0,86.0,88.0,67.0,0.0,78.0,58.0,62.0,55.0,74.0,62.0,70.0,62.0,65.0,0.0,73.0,46.0,77.0,76.0,58.0,79.0,63.0,87.0,73.0,83.0,48.0,60.0,46.0,65.0,94.0,83.0,50.0,70.0,66.0,90.0,80.0,38.0,86.0,78.0,86.0,68.0,84.0,65.0,80.0,68.0,52.0,58.0,78.0,54.0,95.0,79.0,70.0,81.0,45.0,56.0,48.0,88.0,88.0,69.0,63.0,69.0,53.0,81.0,91.0,67.0,64.0,70.0,66.0,82.0,80.0,85.0,88.0,75.0,60.0,58.0,92.0,71.0,62.0,75.0,55.0,71.0
four_coarse_block2_seed1_k20,block2,6,19,牛 / cattle (19),"8,13,23,33,15,19",3.3333333333333335,96.66666666666667,70.45744680851064,66.43,89.0,81.0,57.0,54.0,59.0,68.0,80.0,75.0,20.0,75.0,42.0,50.0,80.0,0.0,55.0,0.0,76.0,83.0,65.0,0.0,87.0,87.0,66.0,0.0,80.0,57.0,65.0,53.0,76.0,67.0,68.0,70.0,63.0,0.0,78.0,48.0,79.0,79.0,61.0,79.0,64.0,88.0,76.0,84.0,47.0,62.0,49.0,66.0,95.0,83.0,54.0,72.0,68.0,90.0,80.0,43.0,87.0,77.0,87.0,70.0,87.0,66.0,80.0,68.0,51.0,57.0,80.0,54.0,94.0,80.0,71.0,84.0,41.0,56.0,48.0,87.0,87.0,66.0,62.0,71.0,51.0,77.0,91.0,66.0,69.0,72.0,64.0,81.0,80.0,84.0,88.0,78.0,59.0,57.0,92.0,72.0,62.0,74.0,53.0,69.0
four_coarse_block2_seed1_k20,block2,7,12,橋 / bridge (12),"8,13,23,33,15,19,12",4.285714285714286,95.71428571428571,70.68817204301075,66.04,90.0,78.0,57.0,55.0,62.0,77.0,78.0,74.0,30.0,80.0,43.0,49.0,0.0,0.0,56.0,0.0,76.0,83.0,64.0,0.0,87.0,87.0,68.0,0.0,83.0,57.0,62.0,51.0,73.0,66.0,69.0,70.0,62.0,0.0,76.0,53.0,81.0,75.0,63.0,79.0,63.0,86.0,78.0,87.0,45.0,66.0,49.0,63.0,94.0,83.0,55.0,75.0,65.0,89.0,80.0,37.0,88.0,78.0,87.0,70.0,85.0,68.0,80.0,73.0,50.0,57.0,78.0,54.0,94.0,80.0,72.0,86.0,41.0,55.0,51.0,88.0,85.0,67.0,65.0,71.0,53.0,83.0,92.0,69.0,69.0,75.0,66.0,80.0,78.0,84.0,84.0,78.0,61.0,58.0,91.0,73.0,63.0,77.0,49.0,69.0
